_id,cnpj,razao_social,nome_fantasia,cod_logradouro,nome_logradouro,numero_residencia,numero_lote,cod_bairro,nome_bairro,situacao_empresa,data_abertura_empresa,data_encerramento,cod_grupo,nome_grupo,cnae,desc_atividade,atividade_principal,atividade_vig_sanitaria,atividade_predominante,incomodo,latitude,longitude
665,41071663000184,NOVO CANECAO BOITE E BAR LTDA,CANECAO,56898,Avenida da Recuperação,"",100      ,612,BREJO DA GUABIRABA,INAPTO,1992-07-01T00:00:00,,12,"TURISMO, HOSPEDAGEM E ASSEMELHADOS",5510803,MOTÉIS,S,S,S,S,,
666,12766903000167,REGINALDO HENRIQUE PEREIRA MERCADINHO ME,E NOE,12408,Avenida Vereador Otacílio Azevedo,"",         ,612,BREJO DA GUABIRABA,SUSPENSO,1999-12-01T00:00:00,,26,OUTRAS ATIVIDADES VAREJISTAS,4712100,"COM VAR DE MERC EM GERAL, COM PREDOM DE PROD ALIM - MINIMERC, MERC E ARMAZÉNS",S,S,N,N,,
667,12766903000167,REGINALDO HENRIQUE PEREIRA MERCADINHO ME,E NOE,12408,Avenida Vereador Otacílio Azevedo,"",         ,612,BREJO DA GUABIRABA,SUSPENSO,1999-12-01T00:00:00,,26,OUTRAS ATIVIDADES VAREJISTAS,5611201,RESTAURANTES E SIMILARES,N,N,N,S,,
668,12766903000248,REGINALDO HENRIQUE PEREIRA MERCADINHO ME,FARMACIA CONTERRANEO,12408,Avenida Vereador Otacílio Azevedo,"",         ,612,BREJO DA GUABIRABA,SUSPENSO,2004-09-01T00:00:00,,26,OUTRAS ATIVIDADES VAREJISTAS,4771701,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS",S,S,N,N,,
669,06865610000134,ANA MARIA DE LIMA OLIVEIRA ME,CHINA MOTOS E PEÇAS,12408,Avenida Vereador Otacílio Azevedo,"",         ,612,BREJO DA GUABIRABA,SUSPENSO,2004-07-21T00:00:00,,26,OUTRAS ATIVIDADES VAREJISTAS,4541206,Comercio a varejo de peças e acessórios novos para motocicletas e motonetas,N,N,N,N,,
670,06865610000134,ANA MARIA DE LIMA OLIVEIRA ME,CHINA MOTOS E PEÇAS,12408,Avenida Vereador Otacílio Azevedo,"",         ,612,BREJO DA GUABIRABA,SUSPENSO,2004-07-21T00:00:00,,14,CONSERVAÇÃO E LIMPEZA,4520001,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES,N,N,S,S,,
671,06865610000134,ANA MARIA DE LIMA OLIVEIRA ME,CHINA MOTOS E PEÇAS,12408,Avenida Vereador Otacílio Azevedo,"",         ,612,BREJO DA GUABIRABA,SUSPENSO,2004-07-21T00:00:00,,24,"ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS",4530703,COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES,S,N,N,N,,
672,09299527000133,J M DE SOUZA PINTO,CHURRASCARIA E PIZZARIA CONTERRANEA,12408,Avenida Vereador Otacílio Azevedo,"",         ,612,BREJO DA GUABIRABA,SUSPENSO,2008-01-14T00:00:00,,26,OUTRAS ATIVIDADES VAREJISTAS,5611201,RESTAURANTES E SIMILARES,S,N,N,S,,
673,09299527000133,J M DE SOUZA PINTO,CHURRASCARIA E PIZZARIA CONTERRANEA,12408,Avenida Vereador Otacílio Azevedo,"",         ,612,BREJO DA GUABIRABA,SUSPENSO,2008-01-14T00:00:00,,26,OUTRAS ATIVIDADES VAREJISTAS,5611203,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES",N,S,N,N,,
674,09299527000133,J M DE SOUZA PINTO,CHURRASCARIA E PIZZARIA CONTERRANEA,12408,Avenida Vereador Otacílio Azevedo,"",         ,612,BREJO DA GUABIRABA,SUSPENSO,2008-01-14T00:00:00,,22,OUTROS SERVICOS,5620104,FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE P/ CONSUMO DOMICILIAR,N,N,N,N,,
675,10530597000130,GRACINETE ALVES DE MOURA ME,EDMOTOS PECA,12408,Avenida Vereador Otacílio Azevedo,"",         ,612,BREJO DA GUABIRABA,INAPTO,2008-12-01T00:00:00,,26,OUTRAS ATIVIDADES VAREJISTAS,4541206,Comercio a varejo de peças e acessórios novos para motocicletas e motonetas,S,N,N,N,,
676,10530597000130,GRACINETE ALVES DE MOURA ME,EDMOTOS PECA,12408,Avenida Vereador Otacílio Azevedo,"",         ,612,BREJO DA GUABIRABA,INAPTO,2008-12-01T00:00:00,,14,CONSERVAÇÃO E LIMPEZA,4543900,MANUTENÇÃO E REPARAÇÃO DE MOTOCICLETAS E MOTONETAS,N,N,S,S,,
677,10902023000145,ADRIANA SOARES DE OLIVEIRA,PIZZARIA E CHURRASCARIA CONTERRANE,12408,Avenida Vereador Otacílio Azevedo,"",         ,612,BREJO DA GUABIRABA,INAPTO,2009-06-18T00:00:00,,26,OUTRAS ATIVIDADES VAREJISTAS,5611201,RESTAURANTES E SIMILARES,S,N,N,S,,
678,10902023000145,ADRIANA SOARES DE OLIVEIRA,PIZZARIA E CHURRASCARIA CONTERRANE,12408,Avenida Vereador Otacílio Azevedo,"",         ,612,BREJO DA GUABIRABA,INAPTO,2009-06-18T00:00:00,,26,OUTRAS ATIVIDADES VAREJISTAS,5611203,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES",N,S,N,N,,
679,14231810000163,NOVA MOTOS LTDA ME,NOVA MOTO,12408,Avenida Vereador Otacílio Azevedo,"",         ,612,BREJO DA GUABIRABA,INAPTO,2011-08-11T00:00:00,,26,OUTRAS ATIVIDADES VAREJISTAS,4541206,Comercio a varejo de peças e acessórios novos para motocicletas e motonetas,S,N,N,N,,
680,14231810000163,NOVA MOTOS LTDA ME,NOVA MOTO,12408,Avenida Vereador Otacílio Azevedo,"",         ,612,BREJO DA GUABIRABA,INAPTO,2011-08-11T00:00:00,,14,CONSERVAÇÃO E LIMPEZA,4543900,MANUTENÇÃO E REPARAÇÃO DE MOTOCICLETAS E MOTONETAS,N,N,S,S,,
681,16631187000161,A S GOMES DA SILVA MERCADINHO LTDA ME,.,12408,Avenida Vereador Otacílio Azevedo,"",         ,612,BREJO DA GUABIRABA,INAPTO,2012-08-03T00:00:00,,26,OUTRAS ATIVIDADES VAREJISTAS,4712100,"COM VAR DE MERC EM GERAL, COM PREDOM DE PROD ALIM - MINIMERC, MERC E ARMAZÉNS",S,S,N,N,,
682,20838050000150,ACADEMIA ALFA FITNESS LTDA ME,ACADEMIA ALFA FITNESS,12408,Avenida Vereador Otacílio Azevedo,"",         ,612,BREJO DA GUABIRABA,SUSPENSO,2015-04-20T00:00:00,,17,BELEZA E HIGIENE PESSOAL,9313100,ATIVIDADES DE CONDICIONAMENTO FÍSICO,S,S,S,S,,
683,31472199000184,JOELMA FREITAS DA SILVA CAVALCANTI - ACADEMIA,"",12408,Avenida Vereador Otacílio Azevedo,"",         ,612,BREJO DA GUABIRABA,SUSPENSO,2018-09-11T00:00:00,,8,EDUCACAO,8591100,ENSINO DE ESPORTES,S,N,N,S,,
684,31472199000184,JOELMA FREITAS DA SILVA CAVALCANTI - ACADEMIA,"",12408,Avenida Vereador Otacílio Azevedo,"",         ,612,BREJO DA GUABIRABA,SUSPENSO,2018-09-11T00:00:00,,8,EDUCACAO,8592901,ENSINO DE DANÇA,N,N,N,S,,
685,31472199000184,JOELMA FREITAS DA SILVA CAVALCANTI - ACADEMIA,"",12408,Avenida Vereador Otacílio Azevedo,"",         ,612,BREJO DA GUABIRABA,SUSPENSO,2018-09-11T00:00:00,,17,BELEZA E HIGIENE PESSOAL,9313100,ATIVIDADES DE CONDICIONAMENTO FÍSICO,N,S,S,S,,
686,32323196000141,A M RIBEIRO MERCADINHO,"",12408,Avenida Vereador Otacílio Azevedo,"",         ,612,BREJO DA GUABIRABA,SUSPENSO,2018-12-28T00:00:00,,26,OUTRAS ATIVIDADES VAREJISTAS,4712100,"COM VAR DE MERC EM GERAL, COM PREDOM DE PROD ALIM - MINIMERC, MERC E ARMAZÉNS",S,S,N,N,,
687,11539012000105,INDUSTRIAS ALIMENTICIAS GUABIRABA LTDA,"",12408,Avenida Vereador Otacílio Azevedo,"",3000     ,612,BREJO DA GUABIRABA,SUSPENSO,1985-05-01T00:00:00,,28,INDUSTRIA GERAL,1091102,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,S,S,N,S,,
688,10333350000123,A. M. DA SILVA MEDICAMENTOS ME,FARMACIA BOMVIVER,12408,Avenida Vereador Otacílio Azevedo,0000,2880     ,612,BREJO DA GUABIRABA,SUSPENSO,2008-08-25T00:00:00,,26,OUTRAS ATIVIDADES VAREJISTAS,4771701,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS",S,S,N,N,,
689,13481661000128,JAQUELINE SOUZA DE FRANÇA ME,BAKANA MODA SUR,12408,Avenida Vereador Otacílio Azevedo,0000,1000     ,612,BREJO DA GUABIRABA,BAIXADO,2011-04-04T00:00:00,2020-07-01T00:00:00,26,OUTRAS ATIVIDADES VAREJISTAS,4755502,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO,N,N,N,N,,
690,13481661000128,JAQUELINE SOUZA DE FRANÇA ME,BAKANA MODA SUR,12408,Avenida Vereador Otacílio Azevedo,0000,1000     ,612,BREJO DA GUABIRABA,BAIXADO,2011-04-04T00:00:00,2020-07-01T00:00:00,26,OUTRAS ATIVIDADES VAREJISTAS,4781400,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,S,N,N,N,,
691,13481661000128,JAQUELINE SOUZA DE FRANÇA ME,BAKANA MODA SUR,12408,Avenida Vereador Otacílio Azevedo,0000,1000     ,612,BREJO DA GUABIRABA,BAIXADO,2011-04-04T00:00:00,2020-07-01T00:00:00,26,OUTRAS ATIVIDADES VAREJISTAS,4782202,COMÉRCIO VAREJISTA DE ARTIGOS DE VIAGEM,N,N,N,N,,
692,13481661000128,JAQUELINE SOUZA DE FRANÇA ME,BAKANA MODA SUR,12408,Avenida Vereador Otacílio Azevedo,0000,1000     ,612,BREJO DA GUABIRABA,BAIXADO,2011-04-04T00:00:00,2020-07-01T00:00:00,26,OUTRAS ATIVIDADES VAREJISTAS,4782201,COMÉRCIO VAREJISTA DE CALÇADOS,N,N,N,N,,
693,02831803000113,EDUCANDARIO SAO JOAO BATISTA LTDA,"",12408,Avenida Vereador Otacílio Azevedo,0000,90       ,574,BREJO DE BEBERIBE,INAPTO,1998-11-01T00:00:00,,8,EDUCACAO,8512100,EDUCAÇÃO INFANTIL - PRÉ-ESCOLA,S,S,S,N,,
694,02831803000113,EDUCANDARIO SAO JOAO BATISTA LTDA,"",12408,Avenida Vereador Otacílio Azevedo,0000,90       ,574,BREJO DE BEBERIBE,INAPTO,1998-11-01T00:00:00,,8,EDUCACAO,8513900,ENSINO FUNDAMENTAL,N,N,N,N,,
695,02831803000113,EDUCANDARIO SAO JOAO BATISTA LTDA,"",12408,Avenida Vereador Otacílio Azevedo,0000,90       ,574,BREJO DE BEBERIBE,INAPTO,1998-11-01T00:00:00,,8,EDUCACAO,8520100,ENSINO MÉDIO,N,N,N,N,,
696,03726764000157,WELLINGTON LUIS BEZERRA DE CASTRO BEBIDAS,"",60674,Rua Santa Tereza,008A,8        ,574,BREJO DE BEBERIBE,SUSPENSO,2000-03-17T00:00:00,,26,OUTRAS ATIVIDADES VAREJISTAS,4723700,COMÉRCIO VAREJISTA DE BEBIDAS,S,S,N,N,-7.989196,-34.930192
697,03726764000157,WELLINGTON LUIS BEZERRA DE CASTRO BEBIDAS,"",60674,Rua Santa Tereza,008A,8        ,574,BREJO DE BEBERIBE,SUSPENSO,2000-03-17T00:00:00,,26,OUTRAS ATIVIDADES VAREJISTAS,4729699,COM VAREJ DE PROD ALIMENT EM GERAL OU ESPECIALIZ EM PROD ALIMENT N/ ESP ANTERIORM,N,N,N,N,-7.989196,-34.930192
698,03726764000157,WELLINGTON LUIS BEZERRA DE CASTRO BEBIDAS,"",60674,Rua Santa Tereza,008A,8        ,574,BREJO DE BEBERIBE,SUSPENSO,2000-03-17T00:00:00,,26,OUTRAS ATIVIDADES VAREJISTAS,4772500,"COMÉRCIO VAREJISTA DE COSMÉTICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",N,N,N,N,-7.989196,-34.930192
699,03726764000157,WELLINGTON LUIS BEZERRA DE CASTRO BEBIDAS,"",60674,Rua Santa Tereza,008A,8        ,574,BREJO DE BEBERIBE,SUSPENSO,2000-03-17T00:00:00,,26,OUTRAS ATIVIDADES VAREJISTAS,4789005,COMÉRCIO VAREJISTA DE PRODUTOS SANEANTES DOMISSANITÁRIOS,N,N,N,S,-7.989196,-34.930192
700,41728035000129,R. T. F. BARBOSA BEBIDAS LTDA,"",60674,Rua Santa Tereza,008A,8        ,574,BREJO DE BEBERIBE,SUSPENSO,2021-04-27T00:00:00,,26,OUTRAS ATIVIDADES VAREJISTAS,4722902,PEIXARIA,N,S,N,N,-7.989196,-34.930192
701,41728035000129,R. T. F. BARBOSA BEBIDAS LTDA,"",60674,Rua Santa Tereza,008A,8        ,574,BREJO DE BEBERIBE,SUSPENSO,2021-04-27T00:00:00,,26,OUTRAS ATIVIDADES VAREJISTAS,4721103,COMÉRCIO VAREJISTA DE LATICÍNIOS E FRIOS,N,N,N,N,-7.989196,-34.930192
702,41728035000129,R. T. F. BARBOSA BEBIDAS LTDA,"",60674,Rua Santa Tereza,008A,8        ,574,BREJO DE BEBERIBE,SUSPENSO,2021-04-27T00:00:00,,26,OUTRAS ATIVIDADES VAREJISTAS,4721104,"COMÉRCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES",N,N,N,N,-7.989196,-34.930192
703,41728035000129,R. T. F. BARBOSA BEBIDAS LTDA,"",60674,Rua Santa Tereza,008A,8        ,574,BREJO DE BEBERIBE,SUSPENSO,2021-04-27T00:00:00,,26,OUTRAS ATIVIDADES VAREJISTAS,4722901,COMÉRCIO VAREJISTA DE CARNES - AÇOUGUES,N,N,N,N,-7.989196,-34.930192
704,41728035000129,R. T. F. BARBOSA BEBIDAS LTDA,"",60674,Rua Santa Tereza,008A,8        ,574,BREJO DE BEBERIBE,SUSPENSO,2021-04-27T00:00:00,,26,OUTRAS ATIVIDADES VAREJISTAS,4723700,COMÉRCIO VAREJISTA DE BEBIDAS,S,N,N,N,-7.989196,-34.930192
705,41728035000129,R. T. F. BARBOSA BEBIDAS LTDA,"",60674,Rua Santa Tereza,008A,8        ,574,BREJO DE BEBERIBE,SUSPENSO,2021-04-27T00:00:00,,26,OUTRAS ATIVIDADES VAREJISTAS,4729699,COM VAREJ DE PROD ALIMENT EM GERAL OU ESPECIALIZ EM PROD ALIMENT N/ ESP ANTERIORM,N,N,N,N,-7.989196,-34.930192
706,41728035000129,R. T. F. BARBOSA BEBIDAS LTDA,"",60674,Rua Santa Tereza,008A,8        ,574,BREJO DE BEBERIBE,SUSPENSO,2021-04-27T00:00:00,,26,OUTRAS ATIVIDADES VAREJISTAS,4789099,COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE,N,N,N,N,-7.989196,-34.930192
707,04614344000141,EUNICE M SILVA ME,ARMAZEM SANTA TEREZA,60674,Rua Santa Tereza,"",11       ,574,BREJO DE BEBERIBE,SUSPENSO,2001-06-19T00:00:00,,26,OUTRAS ATIVIDADES VAREJISTAS,4744005,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO NÃO ESPECIFICADOS ANTERIORMENTE,S,N,N,N,,
708,05141581000103,JOSILENE MARCELINO DE LIMA - ME,LOJINHA J & V,60674,Rua Santa Tereza,"",94       ,574,BREJO DE BEBERIBE,SUSPENSO,2002-06-13T00:00:00,,26,OUTRAS ATIVIDADES VAREJISTAS,4755502,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO,S,N,N,N,,
709,15310392000162,ELANE MARCOLINO DA SILVA ME,LANE GAS,60674,Rua Santa Tereza,"",38       ,574,BREJO DE BEBERIBE,SUSPENSO,2012-03-28T00:00:00,,26,OUTRAS ATIVIDADES VAREJISTAS,4784900,COMÉRCIO VAREJISTA DE GÁS LIQÜEFEITO DE PETRÓLEO (GLP),S,N,N,S,-7.988542,-34.929624
710,26243992000171,ELANE MARCOLINO DA SILVA,ELENO CONSTRUCOES,60674,Rua Santa Tereza,"",38       ,574,BREJO DE BEBERIBE,SUSPENSO,2016-09-27T00:00:00,,26,OUTRAS ATIVIDADES VAREJISTAS,4744099,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL,S,N,N,S,-7.988542,-34.929624
711,08599625000123,ESPAÇO EDUCACIONAL ANA CECILIA LTDA ME,ESPACO EDUCACIONAL ANA CECILIA,25844,Rua da Amizade,01,102      ,574,BREJO DE BEBERIBE,SUSPENSO,2007-01-24T00:00:00,,8,EDUCACAO,8512100,EDUCAÇÃO INFANTIL - PRÉ-ESCOLA,S,S,S,N,,
712,39660724000105,FERREIRA REPRESENTAÇÃO DE MATEIRAIS DE CONSTRUÇÃO EIREL,FERREIRA REPRESENTACOES,12408,Avenida Vereador Otacílio Azevedo,"",463      ,574,BREJO DE BEBERIBE,BAIXADO,2020-11-04T00:00:00,2021-07-01T00:00:00,10,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",4613300,"REPRESENTANTES COMERCIAIS E AGENTES DO COM DE MADEIRA, MATDE CONST E FERRAGENS",S,N,S,N,,
713,39660724000105,FERREIRA REPRESENTAÇÃO DE MATEIRAIS DE CONSTRUÇÃO EIREL,FERREIRA REPRESENTACOES,12408,Avenida Vereador Otacílio Azevedo,"",463      ,574,BREJO DE BEBERIBE,BAIXADO,2020-11-04T00:00:00,2021-07-01T00:00:00,10,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",4619200,REPRESENTANTES COMERCIAIS E AGENTES DO COM DE MERCAD EM GERAL N/ ESPECIALIZADO,N,N,N,N,,
714,24080541000135,MOLAS J.R LTDA,"",56898,Avenida da Recuperação,"",1856     ,612,BREJO DA GUABIRABA,INAPTO,1989-04-01T00:00:00,,14,CONSERVAÇÃO E LIMPEZA,4520001,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES,S,N,S,S,,
715,08974453000120,JOSE RODRIGUES DA SILVA,MOLAS J.R,56898,Avenida da Recuperação,"",1856     ,612,BREJO DA GUABIRABA,INAPTO,1986-08-01T00:00:00,,14,CONSERVAÇÃO E LIMPEZA,4520001,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES,S,N,S,S,,
716,00680709000185,VANUZA MARIA DE FREITAS ME,"",56898,Avenida da Recuperação,"",1856     ,612,BREJO DA GUABIRABA,SUSPENSO,1996-09-01T00:00:00,,14,CONSERVAÇÃO E LIMPEZA,4520001,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES,S,N,S,S,,
717,00680709000185,VANUZA MARIA DE FREITAS ME,"",56898,Avenida da Recuperação,"",1856     ,612,BREJO DA GUABIRABA,SUSPENSO,1996-09-01T00:00:00,,24,"ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS",4530703,COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES,N,N,N,N,,
718,18144000000120,MOLAS 7 ESTRELAS PECAS E SERVICOS PARA VEICULOS - LTDA,MOLAS 7 ESTRELAS,56898,Avenida da Recuperação,"",1856     ,612,BREJO DA GUABIRABA,INAPTO,2013-05-20T00:00:00,,14,CONSERVAÇÃO E LIMPEZA,4520001,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES,S,N,S,S,,
719,18144000000120,MOLAS 7 ESTRELAS PECAS E SERVICOS PARA VEICULOS - LTDA,MOLAS 7 ESTRELAS,56898,Avenida da Recuperação,"",1856     ,612,BREJO DA GUABIRABA,INAPTO,2013-05-20T00:00:00,,24,"ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS",4530703,COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES,N,N,N,N,,
720,18144000000120,MOLAS 7 ESTRELAS PECAS E SERVICOS PARA VEICULOS - LTDA,MOLAS 7 ESTRELAS,56898,Avenida da Recuperação,"",1856     ,612,BREJO DA GUABIRABA,INAPTO,2013-05-20T00:00:00,,24,"ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS",4530705,COMÉRCIO A VAREJO DE PNEUMÁTICOS E CÂMARAS-DE-AR,N,N,N,N,,
721,35327246000157,ASSOCIACAO ATLETICA REINO DA PRIMAVERA,"",91782,Alto da Primavera,"",781      ,612,BREJO DA GUABIRABA,INAPTO,1990-10-01T00:00:00,,20,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",9420100,ATIVIDADES DE ORGANIZAÇÕES SINDICAIS,S,N,S,N,,
722,02213305000107,J ANTONIO DA SILVA CONSTRUCOES ME,"",36064,Córrego José Idalino,"",         ,612,BREJO DA GUABIRABA,SUSPENSO,1997-11-01T00:00:00,,26,OUTRAS ATIVIDADES VAREJISTAS,4744003,COMÉRCIO VAREJISTA DE MATERIAIS HIDRÁULICOS,N,N,N,N,,
723,02213305000107,J ANTONIO DA SILVA CONSTRUCOES ME,"",36064,Córrego José Idalino,"",         ,612,BREJO DA GUABIRABA,SUSPENSO,1997-11-01T00:00:00,,26,OUTRAS ATIVIDADES VAREJISTAS,4744005,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO NÃO ESPECIFICADOS ANTERIORMENTE,S,N,N,N,,
724,10656923000150,M. B. DA SILVA SANTOS - CONSTRUCAO ME,ARMAZEM OPCAO,36064,Córrego José Idalino,"",         ,612,BREJO DA GUABIRABA,BAIXADO,2009-02-19T00:00:00,2012-07-01T00:00:00,26,OUTRAS ATIVIDADES VAREJISTAS,4744099,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL,S,N,N,S,,
725,07659167000108,RODRIGUES DISTRIBUIDORA DE ALIMENTOS LTDA,"",36064,Córrego José Idalino,"",         ,612,BREJO DA GUABIRABA,SUSPENSO,2005-09-29T00:00:00,,25,SUPERMERCADOS E LOJAS DE DEPARTAMENTOS,4711302,"COM VAR DE MERC EM GERAL, COM PREDOMIN DE PROD ALIMENTÍCIOS - SUPERMERCADOS",S,N,N,N,,
726,07659167000108,RODRIGUES DISTRIBUIDORA DE ALIMENTOS LTDA,"",36064,Córrego José Idalino,"",         ,612,BREJO DA GUABIRABA,SUSPENSO,2005-09-29T00:00:00,,26,OUTRAS ATIVIDADES VAREJISTAS,4722901,COMÉRCIO VAREJISTA DE CARNES - AÇOUGUES,N,N,N,N,,
727,07659167000108,RODRIGUES DISTRIBUIDORA DE ALIMENTOS LTDA,"",36064,Córrego José Idalino,"",         ,612,BREJO DA GUABIRABA,SUSPENSO,2005-09-29T00:00:00,,26,OUTRAS ATIVIDADES VAREJISTAS,4723700,COMÉRCIO VAREJISTA DE BEBIDAS,N,S,N,N,,
728,07659167000108,RODRIGUES DISTRIBUIDORA DE ALIMENTOS LTDA,"",36064,Córrego José Idalino,"",         ,612,BREJO DA GUABIRABA,SUSPENSO,2005-09-29T00:00:00,,26,OUTRAS ATIVIDADES VAREJISTAS,4724500,COMÉRCIO VAREJISTA DE HORTIFRUTIGRANJEIROS,N,N,N,N,,
729,15337184000157,COMERCIO HORTIFRUTIGRANJEIROS ARAUJO E ANDRADE EIRELI,NOVO MILENIO,36064,Córrego José Idalino,"",         ,612,BREJO DA GUABIRABA,SUSPENSO,2012-04-03T00:00:00,,25,SUPERMERCADOS E LOJAS DE DEPARTAMENTOS,4711302,"COM VAR DE MERC EM GERAL, COM PREDOMIN DE PROD ALIMENTÍCIOS - SUPERMERCADOS",S,N,N,N,,
730,15337184000157,COMERCIO HORTIFRUTIGRANJEIROS ARAUJO E ANDRADE EIRELI,NOVO MILENIO,36064,Córrego José Idalino,"",         ,612,BREJO DA GUABIRABA,SUSPENSO,2012-04-03T00:00:00,,26,OUTRAS ATIVIDADES VAREJISTAS,4723700,COMÉRCIO VAREJISTA DE BEBIDAS,N,S,N,N,,
731,15337184000157,COMERCIO HORTIFRUTIGRANJEIROS ARAUJO E ANDRADE EIRELI,NOVO MILENIO,36064,Córrego José Idalino,"",         ,612,BREJO DA GUABIRABA,SUSPENSO,2012-04-03T00:00:00,,26,OUTRAS ATIVIDADES VAREJISTAS,4724500,COMÉRCIO VAREJISTA DE HORTIFRUTIGRANJEIROS,N,N,N,N,,
732,37142781000169,P. L. SANTOS DE CASTRO - MERCADINHO,"",36064,Córrego José Idalino,"",         ,612,BREJO DA GUABIRABA,SUSPENSO,2020-05-14T00:00:00,,26,OUTRAS ATIVIDADES VAREJISTAS,4712100,"COM VAR DE MERC EM GERAL, COM PREDOM DE PROD ALIM - MINIMERC, MERC E ARMAZÉNS",S,S,N,N,,
733,11424074000171,MANOEL CORDEIRO DE ARAUJO LANCHONETE - ME,C ARAUJO & FILHO,36064,Córrego José Idalino,"",404      ,612,BREJO DA GUABIRABA,SUSPENSO,1979-11-01T00:00:00,,26,OUTRAS ATIVIDADES VAREJISTAS,4712100,"COM VAR DE MERC EM GERAL, COM PREDOM DE PROD ALIM - MINIMERC, MERC E ARMAZÉNS",S,S,N,N,,
734,14268885000119,GMAIL COM VAREJISTA DE MATERIAIS DE CONSTRUCAO LTDA ME,GMAIL CONSTRUCOES,12408,Avenida Vereador Otacílio Azevedo,"",         ,612,BREJO DA GUABIRABA,INAPTO,2011-09-09T00:00:00,,1,CONSTRUCAO CIVIL,4120400,CONSTRUÇÃO DE EDIFÍCIOS,N,N,N,N,,
735,14268885000119,GMAIL COM VAREJISTA DE MATERIAIS DE CONSTRUCAO LTDA ME,GMAIL CONSTRUCOES,12408,Avenida Vereador Otacílio Azevedo,"",         ,612,BREJO DA GUABIRABA,INAPTO,2011-09-09T00:00:00,,14,CONSERVAÇÃO E LIMPEZA,4321500,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA,N,N,S,N,,
736,14268885000119,GMAIL COM VAREJISTA DE MATERIAIS DE CONSTRUCAO LTDA ME,GMAIL CONSTRUCOES,12408,Avenida Vereador Otacílio Azevedo,"",         ,612,BREJO DA GUABIRABA,INAPTO,2011-09-09T00:00:00,,26,OUTRAS ATIVIDADES VAREJISTAS,4744099,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL,S,N,N,S,,
737,02054474000141,LEVI DE ARAUJO SOARES ME,LEVI MOTO BIKE,12408,Avenida Vereador Otacílio Azevedo,"",         ,612,BREJO DA GUABIRABA,INAPTO,1997-08-18T00:00:00,,26,OUTRAS ATIVIDADES VAREJISTAS,4541206,Comercio a varejo de peças e acessórios novos para motocicletas e motonetas,N,N,N,N,,
738,02054474000141,LEVI DE ARAUJO SOARES ME,LEVI MOTO BIKE,12408,Avenida Vereador Otacílio Azevedo,"",         ,612,BREJO DA GUABIRABA,INAPTO,1997-08-18T00:00:00,,14,CONSERVAÇÃO E LIMPEZA,4543900,MANUTENÇÃO E REPARAÇÃO DE MOTOCICLETAS E MOTONETAS,N,N,N,S,,
